production_order_id,supplier_id,supplier_name,material_id,material_name,required_qty,production_date
PROD1216,SUP002,BetaMetals,MAT101,Steel Rod,65,2025-12-17
PROD1217,SUP002,BetaMetals,MAT103,Steel Bar,87,2025-12-18
PROD1218,SUP001,AlphaSteel,MAT103,Steel Bar,40,2025-12-19
PROD1219,SUP002,BetaMetals,MAT102,Steel Plate,50,2025-12-20
PROD1220,SUP001,AlphaSteel,MAT101,Steel Rod,81,2025-12-21
PROD1221,SUP002,BetaMetals,MAT101,Steel Rod,78,2025-12-22
PROD1222,SUP001,AlphaSteel,MAT103,Steel Bar,51,2025-12-23
PROD1223,SUP003,CoreSteel,MAT102,Steel Plate,33,2025-12-24
PROD1224,SUP002,BetaMetals,MAT104,Steel Sheet,18,2025-12-25
PROD1225,SUP005,PrimeSteel,MAT104,Steel Sheet,20,2025-12-26
PROD1226,SUP005,PrimeSteel,MAT102,Steel Plate,69,2025-12-27
PROD1227,SUP005,PrimeSteel,MAT101,Steel Rod,76,2025-12-28
PROD1228,SUP005,PrimeSteel,MAT102,Steel Plate,51,2025-12-29
PROD1229,SUP004,DeltaIron,MAT102,Steel Plate,75,2025-12-30
PROD1230,SUP004,DeltaIron,MAT103,Steel Bar,13,2025-12-31
PROD1231,SUP002,BetaMetals,MAT101,Steel Rod,30,2026-01-01
PROD1232,SUP003,CoreSteel,MAT102,Steel Plate,25,2026-01-02
PROD1233,SUP002,BetaMetals,MAT103,Steel Bar,82,2026-01-03
PROD1234,SUP002,BetaMetals,MAT101,Steel Rod,98,2026-01-04
PROD1235,SUP004,DeltaIron,MAT103,Steel Bar,18,2026-01-05
PROD1236,SUP001,AlphaSteel,MAT100,Steel Coil,11,2026-01-06
PROD1237,SUP004,DeltaIron,MAT101,Steel Rod,38,2026-01-07
PROD1238,SUP001,AlphaSteel,MAT101,Steel Rod,49,2026-01-08
PROD1239,SUP005,PrimeSteel,MAT101,Steel Rod,87,2026-01-09
PROD1240,SUP003,CoreSteel,MAT103,Steel Bar,71,2026-01-10
PROD1241,SUP003,CoreSteel,MAT103,Steel Bar,99,2026-01-11
PROD1242,SUP005,PrimeSteel,MAT100,Steel Coil,35,2026-01-12
PROD1243,SUP001,AlphaSteel,MAT103,Steel Bar,10,2026-01-13
PROD1244,SUP002,BetaMetals,MAT100,Steel Coil,44,2026-01-14
PROD1245,SUP002,BetaMetals,MAT100,Steel Coil,47,2026-01-15
PROD1246,SUP004,DeltaIron,MAT101,Steel Rod,53,2026-01-16
PROD1247,SUP005,PrimeSteel,MAT100,Steel Coil,35,2026-01-17
PROD1248,SUP003,CoreSteel,MAT103,Steel Bar,60,2026-01-18
PROD1249,SUP005,PrimeSteel,MAT101,Steel Rod,75,2026-01-19
PROD1250,SUP001,AlphaSteel,MAT102,Steel Plate,25,2026-01-20
PROD1251,SUP004,DeltaIron,MAT100,Steel Coil,14,2026-01-21
PROD1252,SUP004,DeltaIron,MAT100,Steel Coil,88,2026-01-22
PROD1253,SUP002,BetaMetals,MAT100,Steel Coil,43,2026-01-23
PROD1254,SUP003,CoreSteel,MAT104,Steel Sheet,47,2026-01-24
PROD1255,SUP002,BetaMetals,MAT100,Steel Coil,39,2026-01-25
PROD1256,SUP004,DeltaIron,MAT100,Steel Coil,61,2026-01-26
PROD1257,SUP005,PrimeSteel,MAT101,Steel Rod,96,2026-01-27
PROD1258,SUP001,AlphaSteel,MAT104,Steel Sheet,84,2026-01-28
PROD1259,SUP004,DeltaIron,MAT102,Steel Plate,18,2026-01-29
PROD1260,SUP005,PrimeSteel,MAT104,Steel Sheet,82,2026-01-30
PROD1261,SUP002,BetaMetals,MAT101,Steel Rod,31,2026-01-31
PROD1262,SUP005,PrimeSteel,MAT103,Steel Bar,84,2026-02-01
PROD1263,SUP003,CoreSteel,MAT100,Steel Coil,69,2026-02-02
PROD1264,SUP005,PrimeSteel,MAT103,Steel Bar,36,2026-02-03
PROD1265,SUP005,PrimeSteel,MAT100,Steel Coil,60,2026-02-04
PROD1266,SUP004,DeltaIron,MAT102,Steel Plate,16,2026-02-05
PROD1267,SUP001,AlphaSteel,MAT104,Steel Sheet,18,2026-02-06
PROD1268,SUP004,DeltaIron,MAT102,Steel Plate,79,2026-02-07
PROD1269,SUP002,BetaMetals,MAT101,Steel Rod,94,2026-02-08
PROD1270,SUP002,BetaMetals,MAT101,Steel Rod,17,2026-02-09
PROD1271,SUP005,PrimeSteel,MAT100,Steel Coil,89,2026-02-10
PROD1272,SUP003,CoreSteel,MAT104,Steel Sheet,80,2026-02-11
PROD1273,SUP003,CoreSteel,MAT103,Steel Bar,39,2026-02-12
PROD1274,SUP004,DeltaIron,MAT104,Steel Sheet,32,2026-02-13
PROD1275,SUP002,BetaMetals,MAT100,Steel Coil,75,2026-02-14
PROD1276,SUP003,CoreSteel,MAT100,Steel Coil,39,2026-02-15
PROD1277,SUP001,AlphaSteel,MAT104,Steel Sheet,83,2026-02-16
PROD1278,SUP001,AlphaSteel,MAT104,Steel Sheet,54,2026-02-17
PROD1279,SUP001,AlphaSteel,MAT100,Steel Coil,83,2026-02-18
PROD1280,SUP005,PrimeSteel,MAT102,Steel Plate,44,2026-02-19
PROD1281,SUP003,CoreSteel,MAT103,Steel Bar,87,2026-02-20
PROD1282,SUP003,CoreSteel,MAT100,Steel Coil,18,2026-02-21
PROD1283,SUP005,PrimeSteel,MAT104,Steel Sheet,16,2026-02-22
PROD1284,SUP003,CoreSteel,MAT104,Steel Sheet,48,2026-02-23
PROD1285,SUP001,AlphaSteel,MAT100,Steel Coil,55,2026-02-24
PROD1286,SUP005,PrimeSteel,MAT100,Steel Coil,58,2026-02-25
PROD1287,SUP002,BetaMetals,MAT102,Steel Plate,26,2026-02-26
PROD1288,SUP003,CoreSteel,MAT102,Steel Plate,77,2026-02-27
PROD1289,SUP003,CoreSteel,MAT102,Steel Plate,38,2026-02-28
PROD1290,SUP004,DeltaIron,MAT102,Steel Plate,26,2026-03-01
PROD1291,SUP001,AlphaSteel,MAT102,Steel Plate,67,2026-03-02
PROD1292,SUP004,DeltaIron,MAT101,Steel Rod,98,2026-03-03
PROD1293,SUP001,AlphaSteel,MAT102,Steel Plate,81,2026-03-04
PROD1294,SUP005,PrimeSteel,MAT102,Steel Plate,83,2026-03-05
PROD1295,SUP002,BetaMetals,MAT102,Steel Plate,91,2026-03-06
PROD1296,SUP004,DeltaIron,MAT100,Steel Coil,49,2026-03-07
PROD1297,SUP002,BetaMetals,MAT102,Steel Plate,68,2026-03-08
PROD1298,SUP001,AlphaSteel,MAT101,Steel Rod,46,2026-03-09
PROD1299,SUP003,CoreSteel,MAT104,Steel Sheet,67,2026-03-10
